name,open,high,low,close,timestamp,avg
2781,43792.01786,43808.37306,40234.57833,41364.66592,2023-12-11,42299.90879
2781,41348.20209,44367.95577,40530.25852,43016.11762,2023-12-18,42315.6335
2781,43010.57292,43804.78142,41424.06064,42265.18565,2023-12-25,42626.15016
2781,42280.23528,45899.70635,40813.53487,43943.09723,2024-01-01,43234.14343
2781,43948.70696,48969.3714,41724.61372,41796.26961,2024-01-08,44109.74042
2781,41715.06653,43566.27492,40297.45786,41545.78351,2024-01-15,41781.14571
2781,41553.65269,42797.17736,38521.89389,42035.59437,2024-01-22,41227.07958
2781,42030.91538,43838.94684,41818.33109,42583.58292,2024-01-29,42567.94406
2781,42577.62298,48535.93591,42264.8173,48293.91675,2024-02-05,45418.07323
2781,48296.3852,52820.06693,47745.76026,52122.54546,2024-02-12,50246.18946
2781,52134.81221,52945.05257,50561.77586,51733.2366,2024-02-19,51843.71931
2781,51730.53979,63913.13181,50931.03161,63167.37036,2024-02-26,57435.51839
2781,63137.00468,70083.05162,59323.90894,69019.78636,2024-03-04,65390.9379
2781,69020.54977,73750.07385,64545.3181,68390.6228,2024-03-11,68926.64113
2781,68371.30726,68897.13441,60807.78596,67234.17235,2024-03-18,66327.6
2781,67234.09758,71727.68376,66414.83223,71333.64793,2024-03-25,69177.56537
2781,71333.48472,71342.09145,64559.89995,69362.55128,2024-04-01,69149.50685
2781,69362.554,72715.35961,60919.10616,65738.72389,2024-04-08,67183.93592
2781,65739.64454,66878.6469,59651.39026,64926.64321,2024-04-15,64299.08123
2781,64935.63317,67233.95704,62424.72068,63113.23168,2024-04-22,64426.88564
2781,63106.3642,64703.33236,56555.29405,64031.13281,2024-04-29,62099.03086
2781,64038.31356,65494.90172,60208.78155,61448.39467,2024-05-06,62797.59787
2781,61451.21851,67694.29878,60769.84067,66278.37008,2024-05-13,64048.43201
2781,66278.74467,71946.46269,66086.17412,68518.08997,2024-05-20,68207.36786
2781,68512.18027,70597.87951,66633.41834,67751.60258,2024-05-27,68373.77017
2781,67753.89541,71907.84898,67589.83642,69647.993,2024-06-03,69224.89345
2781,69644.31274,70146.06833,65056.89301,66639.04654,2024-06-10,67871.58015
2781,66636.5155,67188.31747,62785.52932,63180.79821,2024-06-17,64947.79013
2781,63173.35271,63292.52716,58601.70007,62678.29208,2024-06-24,61936.46801
2781,62673.60634,63777.22754,53717.37543,55849.11064,2024-07-01,59004.32999
2781,55849.57377,61329.52914,54321.01906,60787.79237,2024-07-08,58071.97859
2781,60815.4579,68372.90517,60704.9292,68154.52291,2024-07-15,64511.95379
2781,68152.97613,69398.51131,63473.47328,68255.86577,2024-07-22,67320.20662
2781,68259.05493,69987.54221,57210.80333,58116.97696,2024-07-29,63393.59436
2781,58110.29846,62673.76398,49121.23738,58719.48317,2024-08-05,57156.19574
2781,58719.39522,61687.75659,56161.59287,58483.96498,2024-08-12,58763.17742
2781,58480.71273,64996.4201,57864.70951,64333.54418,2024-08-19,61418.84663
2781,64342.22544,64489.70638,57217.82386,57325.48769,2024-08-26,60843.81084
2781,57326.96729,59815.05695,52598.69966,54841.56635,2024-09-02,56145.57256
2781,54851.88735,60656.72113,54598.43373,59182.83533,2024-09-09,57322.46939
2781,59185.22686,64119.53036,57501.33917,63648.70989,2024-09-16,61113.70157
2781,63643.10208,66480.69471,62628.07866,65635.30815,2024-09-23,64596.7959
2781,65634.66013,65635.05288,59878.80343,62818.95448,2024-09-30,63491.86773
2781,62819.10933,64443.70641,58895.20781,62851.37492,2024-10-07,62252.34962
2781,62848.39949,69359.00706,62442.154,69001.70662,2024-10-14,65912.81679
2781,69002.00015,69462.73678,65188.03529,67929.2988,2024-10-21,67895.51775
2781,67922.67427,73577.20966,67482.52544,68741.11549,2024-10-28,69430.88121
2781,68742.13467,81474.42389,66803.65,80474.1856,2024-11-04,74373.59854
2781,80471.41319,93434.35534,80283.24762,89845.85121,2024-11-11,86008.71684
2781,89843.71548,99655.50108,89393.59057,98013.82091,2024-11-18,94226.65701
2781,98033.4427,98935.03181,90770.81504,97279.79292,2024-11-25,96254.77062
2781,97276.01012,103900.4721,91998.7817,101236.0131,2024-12-02,98602.81928
2781,101200.7934,101256.7495,94384.90442,96966.30423,2024-12-09,98452.1879
,,,,,,
,,,,,,
2023-12-11,42299.90879,,,,,
2023-12-12,42299.90879,,,,,
2023-12-13,42299.90879,,,,,
2023-12-14,42299.90879,,,,,
2023-12-15,42299.90879,,,,,
2023-12-16,42299.90879,,,,,
2023-12-17,42299.90879,,,,,
2023-12-18,42315.6335,,,,,
2023-12-19,42315.6335,,,,,
2023-12-20,42315.6335,,,,,
2023-12-21,42315.6335,,,,,
2023-12-22,42315.6335,,,,,
2023-12-23,42315.6335,,,,,
2023-12-24,42315.6335,,,,,
2023-12-25,42626.15016,,,,,
2023-12-26,42626.15016,,,,,
2023-12-27,42626.15016,,,,,
2023-12-28,42626.15016,,,,,
2023-12-29,42626.15016,,,,,
2023-12-30,42626.15016,,,,,
2023-12-31,42626.15016,,,,,
2024-01-01,43234.14343,,,,,
2024-01-02,43234.14343,,,,,
2024-01-03,43234.14343,,,,,
2024-01-04,43234.14343,,,,,
2024-01-05,43234.14343,,,,,
2024-01-06,43234.14343,,,,,
2024-01-07,43234.14343,,,,,
2024-01-08,44109.74042,,,,,
2024-01-09,44109.74042,,,,,
2024-01-10,44109.74042,,,,,
2024-01-11,44109.74042,,,,,
2024-01-12,44109.74042,,,,,
2024-01-13,44109.74042,,,,,
2024-01-14,44109.74042,,,,,
2024-01-15,41781.14571,,,,,
2024-01-16,41781.14571,,,,,
2024-01-17,41781.14571,,,,,
2024-01-18,41781.14571,,,,,
2024-01-19,41781.14571,,,,,
2024-01-20,41781.14571,,,,,
2024-01-21,41781.14571,,,,,
2024-01-22,41227.07958,,,,,
2024-01-23,41227.07958,,,,,
2024-01-24,41227.07958,,,,,
2024-01-25,41227.07958,,,,,
2024-01-26,41227.07958,,,,,
2024-01-27,41227.07958,,,,,
2024-01-28,41227.07958,,,,,
2024-01-29,42567.94406,,,,,
2024-01-30,42567.94406,,,,,
2024-01-31,42567.94406,,,,,
2024-02-01,42567.94406,,,,,
2024-02-02,42567.94406,,,,,
2024-02-03,42567.94406,,,,,
2024-02-04,42567.94406,,,,,
2024-02-05,45418.07323,,,,,
2024-02-06,45418.07323,,,,,
2024-02-07,45418.07323,,,,,
2024-02-08,45418.07323,,,,,
2024-02-09,45418.07323,,,,,
2024-02-10,45418.07323,,,,,
2024-02-11,45418.07323,,,,,
2024-02-12,50246.18946,,,,,
2024-02-13,50246.18946,,,,,
2024-02-14,50246.18946,,,,,
2024-02-15,50246.18946,,,,,
2024-02-16,50246.18946,,,,,
2024-02-17,50246.18946,,,,,
2024-02-18,50246.18946,,,,,
2024-02-19,51843.71931,,,,,
2024-02-20,51843.71931,,,,,
2024-02-21,51843.71931,,,,,
2024-02-22,51843.71931,,,,,
2024-02-23,51843.71931,,,,,
2024-02-24,51843.71931,,,,,
2024-02-25,51843.71931,,,,,
2024-02-26,57435.51839,,,,,
2024-02-27,57435.51839,,,,,
2024-02-28,57435.51839,,,,,
2024-02-29,57435.51839,,,,,
2024-03-01,57435.51839,,,,,
2024-03-02,57435.51839,,,,,
2024-03-03,57435.51839,,,,,
2024-03-04,65390.9379,,,,,
2024-03-05,65390.9379,,,,,
2024-03-06,65390.9379,,,,,
2024-03-07,65390.9379,,,,,
2024-03-08,65390.9379,,,,,
2024-03-09,65390.9379,,,,,
2024-03-10,65390.9379,,,,,
2024-03-11,68926.64113,,,,,
2024-03-12,68926.64113,,,,,
2024-03-13,68926.64113,,,,,
2024-03-14,68926.64113,,,,,
2024-03-15,68926.64113,,,,,
2024-03-16,68926.64113,,,,,
2024-03-17,68926.64113,,,,,
2024-03-18,66327.6,,,,,
2024-03-19,66327.6,,,,,
2024-03-20,66327.6,,,,,
2024-03-21,66327.6,,,,,
2024-03-22,66327.6,,,,,
2024-03-23,66327.6,,,,,
2024-03-24,66327.6,,,,,
2024-03-25,69177.56537,,,,,
2024-03-26,69177.56537,,,,,
2024-03-27,69177.56537,,,,,
2024-03-28,69177.56537,,,,,
2024-03-29,69177.56537,,,,,
2024-03-30,69177.56537,,,,,
2024-03-31,69177.56537,,,,,
2024-04-01,69149.50685,,,,,
2024-04-02,69149.50685,,,,,
2024-04-03,69149.50685,,,,,
2024-04-04,69149.50685,,,,,
2024-04-05,69149.50685,,,,,
2024-04-06,69149.50685,,,,,
2024-04-07,69149.50685,,,,,
2024-04-08,67183.93592,,,,,
2024-04-09,67183.93592,,,,,
2024-04-10,67183.93592,,,,,
2024-04-11,67183.93592,,,,,
2024-04-12,67183.93592,,,,,
2024-04-13,67183.93592,,,,,
2024-04-14,67183.93592,,,,,
2024-04-15,64299.08123,,,,,
2024-04-16,64299.08123,,,,,
2024-04-17,64299.08123,,,,,
2024-04-18,64299.08123,,,,,
2024-04-19,64299.08123,,,,,
2024-04-20,64299.08123,,,,,
2024-04-21,64299.08123,,,,,
2024-04-22,64426.88564,,,,,
2024-04-23,64426.88564,,,,,
2024-04-24,64426.88564,,,,,
2024-04-25,64426.88564,,,,,
2024-04-26,64426.88564,,,,,
2024-04-27,64426.88564,,,,,
2024-04-28,64426.88564,,,,,
2024-04-29,62099.03086,,,,,
2024-04-30,62099.03086,,,,,
2024-05-01,62099.03086,,,,,
2024-05-02,62099.03086,,,,,
2024-05-03,62099.03086,,,,,
2024-05-04,62099.03086,,,,,
2024-05-05,62099.03086,,,,,
2024-05-06,62797.59787,,,,,
2024-05-07,62797.59787,,,,,
2024-05-08,62797.59787,,,,,
2024-05-09,62797.59787,,,,,
2024-05-10,62797.59787,,,,,
2024-05-11,62797.59787,,,,,
2024-05-12,62797.59787,,,,,
2024-05-13,64048.43201,,,,,
2024-05-14,64048.43201,,,,,
2024-05-15,64048.43201,,,,,
2024-05-16,64048.43201,,,,,
2024-05-17,64048.43201,,,,,
2024-05-18,64048.43201,,,,,
2024-05-19,64048.43201,,,,,
2024-05-20,68207.36786,,,,,
2024-05-21,68207.36786,,,,,
2024-05-22,68207.36786,,,,,
2024-05-23,68207.36786,,,,,
2024-05-24,68207.36786,,,,,
2024-05-25,68207.36786,,,,,
2024-05-26,68207.36786,,,,,
2024-05-27,68373.77017,,,,,
2024-05-28,68373.77017,,,,,
2024-05-29,68373.77017,,,,,
2024-05-30,68373.77017,,,,,
2024-05-31,68373.77017,,,,,
2024-06-01,68373.77017,,,,,
2024-06-02,68373.77017,,,,,
2024-06-03,69224.89345,,,,,
2024-06-04,69224.89345,,,,,
2024-06-05,69224.89345,,,,,
2024-06-06,69224.89345,,,,,
2024-06-07,69224.89345,,,,,
2024-06-08,69224.89345,,,,,
2024-06-09,69224.89345,,,,,
2024-06-10,67871.58015,,,,,
2024-06-11,67871.58015,,,,,
2024-06-12,67871.58015,,,,,
2024-06-13,67871.58015,,,,,
2024-06-14,67871.58015,,,,,
2024-06-15,67871.58015,,,,,
2024-06-16,67871.58015,,,,,
2024-06-17,64947.79013,,,,,
2024-06-18,64947.79013,,,,,
2024-06-19,64947.79013,,,,,
2024-06-20,64947.79013,,,,,
2024-06-21,64947.79013,,,,,
2024-06-22,64947.79013,,,,,
2024-06-23,64947.79013,,,,,
2024-06-24,61936.46801,,,,,
2024-06-25,61936.46801,,,,,
2024-06-26,61936.46801,,,,,
2024-06-27,61936.46801,,,,,
2024-06-28,61936.46801,,,,,
2024-06-29,61936.46801,,,,,
2024-06-30,61936.46801,,,,,
2024-07-01,59004.32999,,,,,
2024-07-02,59004.32999,,,,,
2024-07-03,59004.32999,,,,,
2024-07-04,59004.32999,,,,,
2024-07-05,59004.32999,,,,,
2024-07-06,59004.32999,,,,,
2024-07-07,59004.32999,,,,,
2024-07-08,58071.97859,,,,,
2024-07-09,58071.97859,,,,,
2024-07-10,58071.97859,,,,,
2024-07-11,58071.97859,,,,,
2024-07-12,58071.97859,,,,,
2024-07-13,58071.97859,,,,,
2024-07-14,58071.97859,,,,,
2024-07-15,64511.95379,,,,,
2024-07-16,64511.95379,,,,,
2024-07-17,64511.95379,,,,,
2024-07-18,64511.95379,,,,,
2024-07-19,64511.95379,,,,,
2024-07-20,64511.95379,,,,,
2024-07-21,64511.95379,,,,,
2024-07-22,67320.20662,,,,,
2024-07-23,67320.20662,,,,,
2024-07-24,67320.20662,,,,,
2024-07-25,67320.20662,,,,,
2024-07-26,67320.20662,,,,,
2024-07-27,67320.20662,,,,,
2024-07-28,67320.20662,,,,,
2024-07-29,63393.59436,,,,,
2024-07-30,63393.59436,,,,,
2024-07-31,63393.59436,,,,,
2024-08-01,63393.59436,,,,,
2024-08-02,63393.59436,,,,,
2024-08-03,63393.59436,,,,,
2024-08-04,63393.59436,,,,,
2024-08-05,57156.19574,,,,,
2024-08-06,57156.19574,,,,,
2024-08-07,57156.19574,,,,,
2024-08-08,57156.19574,,,,,
2024-08-09,57156.19574,,,,,
2024-08-10,57156.19574,,,,,
2024-08-11,57156.19574,,,,,
2024-08-12,58763.17742,,,,,
2024-08-13,58763.17742,,,,,
2024-08-14,58763.17742,,,,,
2024-08-15,58763.17742,,,,,
2024-08-16,58763.17742,,,,,
2024-08-17,58763.17742,,,,,
2024-08-18,58763.17742,,,,,
2024-08-19,61418.84663,,,,,
2024-08-20,61418.84663,,,,,
2024-08-21,61418.84663,,,,,
2024-08-22,61418.84663,,,,,
2024-08-23,61418.84663,,,,,
2024-08-24,61418.84663,,,,,
2024-08-25,61418.84663,,,,,
2024-08-26,60843.81084,,,,,
2024-08-27,60843.81084,,,,,
2024-08-28,60843.81084,,,,,
2024-08-29,60843.81084,,,,,
2024-08-30,60843.81084,,,,,
2024-08-31,60843.81084,,,,,
2024-09-01,60843.81084,,,,,
2024-09-02,56145.57256,,,,,
2024-09-03,56145.57256,,,,,
2024-09-04,56145.57256,,,,,
2024-09-05,56145.57256,,,,,
2024-09-06,56145.57256,,,,,
2024-09-07,56145.57256,,,,,
2024-09-08,56145.57256,,,,,
2024-09-09,57322.46939,,,,,
2024-09-10,57322.46939,,,,,
2024-09-11,57322.46939,,,,,
2024-09-12,57322.46939,,,,,
2024-09-13,57322.46939,,,,,
2024-09-14,57322.46939,,,,,
2024-09-15,57322.46939,,,,,
2024-09-16,61113.70157,,,,,
2024-09-17,61113.70157,,,,,
2024-09-18,61113.70157,,,,,
2024-09-19,61113.70157,,,,,
2024-09-20,61113.70157,,,,,
2024-09-21,61113.70157,,,,,
2024-09-22,61113.70157,,,,,
2024-09-23,64596.7959,,,,,
2024-09-24,64596.7959,,,,,
2024-09-25,64596.7959,,,,,
2024-09-26,64596.7959,,,,,
2024-09-27,64596.7959,,,,,
2024-09-28,64596.7959,,,,,
2024-09-29,64596.7959,,,,,
2024-09-30,63491.86773,,,,,
2024-10-01,63491.86773,,,,,
2024-10-02,63491.86773,,,,,
2024-10-03,63491.86773,,,,,
2024-10-04,63491.86773,,,,,
2024-10-05,63491.86773,,,,,
2024-10-06,63491.86773,,,,,
2024-10-07,62252.34962,,,,,
2024-10-08,62252.34962,,,,,
2024-10-09,62252.34962,,,,,
2024-10-10,62252.34962,,,,,
2024-10-11,62252.34962,,,,,
2024-10-12,62252.34962,,,,,
2024-10-13,62252.34962,,,,,
2024-10-14,65912.81679,,,,,
2024-10-15,65912.81679,,,,,
2024-10-16,65912.81679,,,,,
2024-10-17,65912.81679,,,,,
2024-10-18,65912.81679,,,,,
2024-10-19,65912.81679,,,,,
2024-10-20,65912.81679,,,,,
2024-10-21,67895.51775,,,,,
2024-10-22,67895.51775,,,,,
2024-10-23,67895.51775,,,,,
2024-10-24,67895.51775,,,,,
2024-10-25,67895.51775,,,,,
2024-10-26,67895.51775,,,,,
2024-10-27,67895.51775,,,,,
2024-10-28,69430.88121,,,,,
2024-10-29,69430.88121,,,,,
2024-10-30,69430.88121,,,,,
2024-10-31,69430.88121,,,,,
2024-11-01,69430.88121,,,,,
2024-11-02,69430.88121,,,,,
2024-11-03,69430.88121,,,,,
2024-11-04,74373.59854,,,,,
2024-11-05,74373.59854,,,,,
2024-11-06,74373.59854,,,,,
2024-11-07,74373.59854,,,,,
2024-11-08,74373.59854,,,,,
2024-11-09,74373.59854,,,,,
2024-11-10,74373.59854,,,,,
2024-11-11,86008.71684,,,,,
2024-11-12,86008.71684,,,,,
2024-11-13,86008.71684,,,,,
2024-11-14,86008.71684,,,,,
2024-11-15,86008.71684,,,,,
2024-11-16,86008.71684,,,,,
2024-11-17,86008.71684,,,,,
2024-11-18,94226.65701,,,,,
2024-11-19,94226.65701,,,,,
2024-11-20,94226.65701,,,,,
2024-11-21,94226.65701,,,,,
2024-11-22,94226.65701,,,,,
2024-11-23,94226.65701,,,,,
2024-11-24,94226.65701,,,,,
2024-11-25,96254.77062,,,,,
2024-11-26,96254.77062,,,,,
2024-11-27,96254.77062,,,,,
2024-11-28,96254.77062,,,,,
2024-11-29,96254.77062,,,,,
2024-11-30,96254.77062,,,,,
2024-12-01,96254.77062,,,,,
2024-12-02,98602.81928,,,,,
2024-12-03,98602.81928,,,,,
2024-12-04,98602.81928,,,,,
2024-12-05,98602.81928,,,,,
2024-12-06,98602.81928,,,,,
2024-12-07,98602.81928,,,,,
2024-12-08,98602.81928,,,,,
2024-12-09,98452.1879,,,,,
2024-12-10,98452.1879,,,,,
2024-12-11,98452.1879,,,,,